YEAR,QUARTER,UNIQUE_CARRIER,AIRLINE_ID,UNIQUE_CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER,CARRIER_NAME,CARRIER_GROUP_NEW,DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,PAYLOAD,SEATS,PASSENGERS,FREIGHT,MAIL,DISTANCE,RAMP_TO_RAMP,AIR_TIME,NET_INCOME,OP_PROFIT_LOSS,TRANS_REV_PAX,MAIL_REV,TOTAL_PROPERTY,PROP_FREIGHT,PROP_BAG,TOTAL_CHARTER,CHARTER_PAX,CHARTER_PROP,TOTAL_MISC_REV,RES_CANCEL_FEES,MISC_OP_REV,PUB_SVC_REVENUE,TRANS_REVENUE,OP_REVENUES,FLYING_OPS,MAINTENANCE,PAX_SERVICE,AIRCFT_SERVICES,PROMOTION_SALES,GENERAL_ADMIN,GENERAL_SERVICES,DEPREC_AMORT,TRANS_EXPENSES,OP_EXPENSES,INTEREST_LONG_DEBT,INTEREST_EXP_OTH,FOREIGN_EX_GAINS,CAP_GAINS_PROP,CAP_GAINS_OTHER,OTHER_INCOME_NET,NON_OP_INCOME,INCOME_PRE_TAX,INCOME_TAX,INCOME_BEFORE_OTH,DISCONT_OPS,EXTRA_ITEMS,INCOME_TAX_EXTRA,INCOME_TAX_CREDITS,ACCTG_CHANGES,CARRIER_GROUP,ASM,RPM,LOAD_FACTOR,YIELD,RASM,CASM,PRASM
2023,3,DL,19790,Delta Air Lines Inc.,1260,D,DL,Delta Air Lines Inc.,3,263418,262164,11601675776,42852493,37018470,52651933,9776452,8112278,39590267,32979232,538978000,1056742000,6720861000,4257000,,49756000,190805000,,55793000,0000,,29595000,1017756000,0000,2509609000,10578432000,2781585000,819265000,844380000,1282294000,645572000,850659000,,429427000,1868508000,9521690000,-143747000,-11949000,-8763000,16578000,0000,-100814000,-248695000,808047000,269069000,538978000,0000,0000,0000,,0000,3,347631336209054,300304119774660,0.86,0.0000000224,0.0000000304,0.0000000274,0.0000000193
2023,3,DL,19790,Delta Air Lines Inc.,10260,L,DL,Delta Air Lines Inc.,3,13701,13678,687803511,2531425,2286587,20914031,541133,1055967,3290007,2880097,60170000,105215000,629528000,0000,,13718000,34131000,,0000,0000,,5473000,110731000,0000,50319000,843900000,271521000,71584000,74725000,113477000,57131000,75280000,,37502000,37465000,738685000,-12721000,-1057000,0000,1467000,0000,-8922000,-21233000,83982000,23812000,60170000,0000,0000,0000,,0000,3,2673101262975,2414560414629,0.90,0.0000002607,0.0000003157,0.0000002763,0.0000002355
2023,3,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,3,17159,16980,1513751645,4309662,3831736,97467971,3306291,3046755,8953845,8365812,493731000,684911000,2879158000,5444000,,62096000,31452000,,1000,0000,,5066000,482463000,0000,2910000,3468590000,1100073000,211698000,317150000,481631000,242477000,319507000,,108977000,2166000,2783679000,-53991000,-4488000,0000,6227000,0000,-37866000,-90118000,594793000,101062000,493731000,0000,0000,0000,,0000,3,13130484246810,11674360816680,0.89,0.0000002466,0.0000002642,0.0000002120,0.0000002193
2023,3,DL,19790,Delta Air Lines Inc.,10262,P,DL,Delta Air Lines Inc.,3,1945,1938,183664850,569661,472601,18950840,875715,622908,1466685,1403497,97493000,133102000,525863000,67000,,18701000,3074000,,-2000,0000,,415000,89104000,0000,18467000,655689000,201377000,35724000,59073000,89709000,45164000,59512000,,18279000,13749000,522587000,-10056000,-836000,0000,1160000,0000,-7053000,-16785000,116317000,18824000,97493000,0000,0000,0000,,0000,3,354846394188,294386943708,0.83,0.0000017863,0.0000018478,0.0000014727,0.0000014819
2023,3,F9,20436,Frontier Airlines Inc.,6460,D,F9,Frontier Airlines Inc.,3,44789,44789,1790381200,8951906,7142824,0,0,4420702,7310570,5926830,-26830000,-46739000,488352000,0000,,0000,195973000,,0000,0000,,69562000,28734000,0000,35216000,817837000,546108000,69754000,52415000,125949000,42057000,15740000,0000,12553000,0000,864576000,-5221000,14310000,0000,0000,0000,0000,9089000,-37650000,-10820000,-26830000,0000,0000,0000,,0000,3,39573708758012,31576296342448,0.80,0.0000000155,0.0000000207,0.0000000218,0.0000000123
2023,3,F9,20436,Frontier Airlines Inc.,16461,L,F9,Frontier Airlines Inc.,3,3837,3837,154927200,774636,554116,0,0,727412,687532,569805,-4660000,-6996000,39548000,0000,,0000,15203000,,0000,0000,,5396000,2230000,0000,2732000,65109000,43617000,5165000,4321000,13317000,3425000,1688000,0000,571000,0000,72105000,-489000,946000,0000,0000,0000,0000,457000,-6539000,-1879000,-4660000,0000,0000,0000,,0000,3,563479522032,403070627792,0.72,0.0000000981,0.0000001155,0.0000001280,0.0000000702
2023,3,G4,20368,Allegiant Air,6035,D,G4,Allegiant Air,3,27667,28097,993610200,4968051,4319079,0,0,3224189,3938169,3336735,-1707000,6174000,395773000,0000,,0000,86787000,,17741000,0000,,25644000,33152000,0000,6258000,565355000,262545000,59715000,25265000,74348000,30267000,51645000,0000,55397000,0000,559182000,-24775000,0000,0000,0000,0000,12041000,-12734000,-6561000,-4853000,-1707000,0000,,0000,0000,0000,3,16017935385639,13925527001931,0.87,0.0000000284,0.0000000353,0.0000000349,0.0000000247
2023,3,HA,19690,Hawaiian Airlines Inc.,5375,D,HA,Hawaiian Airlines Inc.,3,20784,20546,925612300,3239630,2554924,28643100,121765,573069,2608248,2187042,102897000,98508000,636860000,106000,,24115000,14887000,,323000,0000,,80000,4605000,0000,30086000,711062000,258180000,80405000,59971000,92486000,33320000,57719000,,28974000,1501000,612554000,-15254000,70000,2972000,-25000,0000,7795000,-4441000,94067000,-8830000,102897000,0000,0000,0000,,0000,3,1856531524470,1464147741756,0.79,0.0000004350,0.0000003830,0.0000003299,0.0000003430
2023,3,HA,19690,Hawaiian Airlines Inc.,15375,P,HA,Hawaiian Airlines Inc.,3,1161,1158,121953400,319610,275230,10154511,31659,230832,583143,550900,-150004000,-151481000,0000,0000,,0000,5008000,,0000,0000,,27000,1549000,0000,10082000,16666000,71027000,15405000,19083000,23100000,12784000,19226000,,7017000,505000,168147000,-5131000,24000,1000000,-8000,0000,2622000,-1494000,-152975000,-2970000,-150004000,0000,0000,0000,,0000,3,73776215520,63531891360,0.86,0.0000000000,0.0000002259,0.0000022791,0.0000000000
2023,3,NK,20416,Spirit Air Lines,6830,D,NK,Spirit Air Lines,3,63924,62931,2325576800,11627884,9465111,0,0,3966399,10280037,8543424,-136597000,-163654000,526837000,0000,,0000,202855000,,0000,0000,,25497000,333385000,0000,2582000,1091156000,686095000,77783000,71974000,100921000,40162000,206086000,0000,71789000,0000,1254811000,0000,-12342000,-563000,0000,0000,0000,-12905000,-176559000,-39962000,-136597000,0000,0000,0000,,0000,3,46120827469716,37542406805289,0.81,0.0000000140,0.0000000237,0.0000000272,0.0000000114
2023,3,NK,20416,Spirit Air Lines,16831,L,NK,Spirit Air Lines,3,9389,9298,352257600,1761288,1343336,0,0,787218,1572479,1337299,-20954000,-25105000,80818000,0000,,0000,31119000,,0000,0000,,3911000,51142000,0000,396000,167386000,105249000,11932000,11041000,15482000,6161000,31614000,0000,11013000,0000,192491000,0000,-1893000,-86000,0000,0000,0000,-1980000,-27085000,-6130000,-20954000,0000,0000,0000,,0000,3,1386517616784,1057498279248,0.76,0.0000000764,0.0000001207,0.0000001388,0.0000000583
2023,3,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,199362,196374,8344689812,33145108,28351051,84777710,16418198,12219432,34096428,28459400,449496000,720932000,6030714000,5083000,,71550000,232845000,,46116000,,,15703000,2167000,,1974385000,8378564000,2455819000,677856000,538963000,1529229000,401620000,637719000,,345205000,1071221000,7657632000,-257695000,149982000,-7464000,,,-18599000,-133775000,587157000,137661000,449496000,,,,449496000,,3,405014393338656,346433739823032,0.86,0.0000000174,0.0000000207,0.0000000189,0.0000000149
2023,3,UA,19977,United Air Lines Inc.,10874,A,UA,United Air Lines Inc.,3,18956,18582,1655098253,4547978,3949829,161043854,7068854,3341976,10021732,9345152,414970000,606293000,3296246000,6517000,,115248000,33299000,,-509000,,,6907000,1072000,,83801000,3542581000,1269002000,247695000,361020000,402331000,166115000,267730000,,178021000,44373000,2936288000,-132901000,77972000,-2968000,,,-6424000,-64321000,541972000,127003000,414970000,,,,414970000,,3,15199233324528,13200233722104,0.87,0.0000002497,0.0000002331,0.0000001932,0.0000002169
2023,3,UA,19977,United Air Lines Inc.,10876,L,UA,United Air Lines Inc.,3,21459,21418,931293505,3625345,3150207,26615542,1113568,1706643,5138634,4517931,70285000,115907000,989088000,868000,,28593000,51620000,,,,,2048000,396000,,111990000,1184603000,421452000,94624000,90731000,204013000,60682000,90087000,,53785000,53321000,1068696000,-44657000,24785000,-1658000,,,-2687000,-24217000,91690000,21406000,70285000,,,,70285000,,3,6187169666835,5376278725101,0.87,0.0000001840,0.0000001915,0.0000001727,0.0000001599
2023,3,UA,19977,United Air Lines Inc.,10877,P,UA,United Air Lines Inc.,3,5796,5777,456273293,1453145,1154116,69417379,3573704,1315961,3397636,3211795,203072000,295916000,1230351000,21145000,,83694000,8710000,,2082000,,,2567000,468000,,29113000,1378130000,510430000,72952000,123833000,120388000,67392000,106401000,,63327000,17492000,1082215000,-58090000,28905000,1320000,,,-2804000,-30669000,265246000,62174000,203072000,,,,203072000,,3,1912282147345,1518771645476,0.79,0.0000008101,0.0000007207,0.0000005659,0.0000006434
2023,3,WN,19393,Southwest Airlines Co.,6725,D,WN,Southwest Airlines Co.,3,370003,367255,14287555800,58264857,44710080,65007960,111534,11673424,43877925,36842350,187179000,113787000,5470499000,63000,,42258000,19144000,,4095000,0000,,,754319000,0000,35347000,6325725000,2545802000,585760000,571804000,1186983000,361791000,560540000,,365188000,34070000,6211938000,-60770000,3504000,-1441000,0000,,174648000,115941000,229728000,42549000,187179000,0000,0000,0000,187179000,0000,3,680150380060368,521919720913920,0.77,0.0000000105,0.0000000093,0.0000000091,0.0000000080
2023,3,WN,19393,Southwest Airlines Co.,11033,L,WN,Southwest Airlines Co.,3,7695,7707,303147000,1234773,1067994,249350,0,785823,1218427,1053258,5898000,3586000,172322000,2000,,1331000,603000,,129000,0000,,,23761000,0000,1113000,199261000,80192000,18452000,18012000,37389000,11397000,17657000,,11503000,1073000,195675000,-1914000,110000,-45000,0000,,5501000,3652000,7238000,1340000,5898000,0000,0000,0000,5898000,0000,3,970313023179,839254249062,0.86,0.0000002053,0.0000002054,0.0000002017,0.0000001776
2023,4,AA,19805,American Airlines Inc.,0A050,D,AA,American Airlines Inc.,3,235577,235227,10245839000,39777685,33302900,36936145,6622248,6806331,37565834,31151373,294007000,822511000,6527374000,710000,,12879000,252068000,,15239000,0000,,5207000,549206000,0000,1944318000,9307002000,2849040000,944467000,578959000,844477000,327179000,894211000,0000,304326000,1741832000,8484490000,-496837000,-40795000,-20823000,0000,0000,48090000,-510365000,312146000,18139000,294007000,0000,0000,0000,,0000,3,270740090523735,226670560659900,0.84,0.0000000288,0.0000000344,0.0000000313,0.0000000241
2023,4,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,3,9176,9085,951531500,2455512,1897659,141952122,4144832,1412678,4795303,4492848,-288915000,-288915000,1284702000,6599000,,119723000,11884000,,0000,0000,,768000,133895000,0000,33079000,1590649000,825827000,253976000,155691000,227024000,88028000,241680000,0000,81986000,5351000,1879564000,0000,0000,0000,0000,0000,0000,0000,-288915000,0000,-288915000,0000,0000,0000,,0000,3,3468847781136,2680781120802,0.77,0.0000004792,0.0000004586,0.0000005418,0.0000003704
2023,4,AA,19805,American Airlines Inc.,10050,L,AA,American Airlines Inc.,3,39572,39531,1775347900,6854978,5737051,42574519,1810684,2314730,7790659,6649114,204885000,204885000,1568233000,1844000,,33536000,71503000,,0000,0000,,983000,137951000,0000,33327000,1847377000,688276000,231252000,141310000,206366000,79742000,216648000,0000,74094000,4804000,1642492000,0000,0000,0000,0000,0000,0000,0000,204885000,0000,204885000,0000,0000,0000,,0000,3,15867423225940,13279724061230,0.84,0.0000001181,0.0000001164,0.0000001035,0.0000000988
2023,4,AA,19805,American Airlines Inc.,10052,P,AA,American Airlines Inc.,3,1363,1354,132402200,346708,280464,17256015,1202414,373400,1036944,991762,-77876000,-77876000,252299000,1247000,,22684000,1845000,,0000,0000,,158000,30090000,0000,7322000,315644000,168904000,54344000,33259000,48547000,18779000,51102000,0000,17451000,1134000,393519000,0000,0000,0000,0000,0000,0000,0000,-77876000,0000,-77876000,0000,0000,0000,,0000,3,129460767200,104725257600,0.81,0.0000024091,0.0000024381,0.0000030397,0.0000019488
2023,4,AS,19930,Alaska Airlines Inc.,6031,D,AS,Alaska Airlines Inc.,3,61455,60893,2667336800,10018480,7990010,31123822,10349640,5003749,12741277,11005350,-52031000,47819000,1689575000,7605000,,22384000,77716000,,8781000,252000,,39904000,26705000,4017000,513715000,2390654000,863909000,170699000,181133000,339103000,110816000,184931000,,98887000,393357000,2342835000,-20651000,5665000,0000,-951000,-24772000,6933000,-33775000,14043000,66074000,-52031000,0000,0000,0000,,0000,3,50129959281520,39980004547490,0.80,0.0000000423,0.0000000477,0.0000000467,0.0000000337
2023,4,AS,19930,Alaska Airlines Inc.,16031,L,AS,Alaska Airlines Inc.,3,4606,4632,206919100,794091,672792,91528,0,849920,1101255,968698,54428000,-11804000,148562000,0000,,-88000,6833000,,772000,22000,,3509000,0000,0000,0000,159610000,75962000,15009000,15927000,29817000,9744000,16261000,,8695000,0000,171414000,-1816000,498000,0000,0000,-2178000,610000,-2886000,-14690000,-69119000,54428000,0000,0000,0000,,0000,3,674913822720,571819376640,0.85,0.0000002598,0.0000002365,0.0000002540,0.0000002201
2023,4,B6,20409,JetBlue Airways,6673,D,B6,JetBlue Airways,3,64682,64712,2497173700,9503576,7712332,1682748,0,2502602,11865327,10135610,-112099000,-58664000,1449015000,0000,,124000,102116000,,0000,0000,,9573000,5014000,0000,113307000,1679150000,829430000,165513000,161535000,302737000,86395000,72786000,,118818000,600000,1737814000,-46493000,3600000,-1606000,96000,2835000,-18695000,-60263000,-118927000,-6827000,-112099000,0000,0000,0000,0000,0000,3,23783668304752,19300897487864,0.81,0.0000000751,0.0000000706,0.0000000731,0.0000000609
2023,4,B6,20409,JetBlue Airways,10875,A,B6,JetBlue Airways,3,1417,1417,71700200,201772,136793,0,0,148695,653267,594934,4433000,8177000,70905000,0000,,5000,3929000,,0000,0000,,368000,193000,0000,4360000,79760000,28304000,4325000,10037000,15969000,5069000,4236000,,3607000,35000,71583000,-2742000,211000,-94000,-9000,13000,-853000,-3474000,4703000,270000,4433000,0000,0000,0000,0000,0000,3,30002487540,20340435135,0.68,0.0000034859,0.0000026585,0.0000023859,0.0000023633
2023,4,B6,20409,JetBlue Airways,16673,L,B6,JetBlue Airways,3,18777,18744,837493300,3233763,2393691,145572,0,1284003,3843020,3354013,3598000,23353000,475447000,0000,,49000,40323000,,0000,0000,,3780000,1980000,0000,44742000,566322000,262635000,46561000,53805000,90508000,28565000,24007000,,36690000,198000,542969000,-15452000,1190000,-531000,-50000,75000,-4768000,-19536000,3817000,219000,3598000,0000,0000,0000,0000,0000,3,4152161393289,3073506425073,0.74,0.0000001547,0.0000001364,0.0000001308,0.0000001145
2023,4,DL,19790,Delta Air Lines Inc.,1260,D,DL,Delta Air Lines Inc.,3,249235,252002,11263102192,41220983,34791325,63648348,12613141,8530679,38201968,31945786,1550496000,987203000,6739846000,4729000,,56263000,179908000,,113927000,4000,,30357000,1102588000,0000,2180168000,10407790000,2898769000,771612000,856731000,1411435000,669665000,860691000,,450556000,1501128000,9420587000,-158044000,-11519000,-5042000,14125000,0000,893168000,732688000,1719891000,169395000,1550496000,0000,0000,0000,,0000,3,351642974037457,296793625559675,0.84,0.0000000227,0.0000000296,0.0000000268,0.0000000192
2023,4,DL,19790,Delta Air Lines Inc.,10260,L,DL,Delta Air Lines Inc.,3,16003,16005,823623908,2995419,2566809,23062283,594368,1248476,3932259,3462111,158234000,98265000,770294000,0000,,16388000,38532000,,529000,0000,,5932000,140626000,0000,38923000,1011224000,353069000,83492000,90394000,148922000,70657000,90813000,,48812000,26800000,912959000,-16675000,-1215000,0000,1490000,0000,94242000,77842000,176107000,17873000,158234000,0000,0000,0000,,0000,3,3739708731444,3204599433084,0.86,0.0000002404,0.0000002704,0.0000002441,0.0000002060
2023,4,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,3,12437,12359,1127720365,3187739,2668335,109639946,4664235,2606762,6545342,6136802,311187000,180030000,1750716000,5256000,,72811000,24286000,,3247000,1000,,4378000,307671000,0000,8401000,2176767000,877994000,149758000,197703000,325711000,154534000,198618000,,86635000,5784000,1996737000,-36471000,-2658000,0000,3260000,0000,206117000,170248000,350278000,39091000,311187000,0000,0000,0000,,0000,3,8309676891118,6955714281270,0.84,0.0000002517,0.0000002620,0.0000002403,0.0000002107
2023,4,DL,19790,Delta Air Lines Inc.,10262,P,DL,Delta Air Lines Inc.,3,2439,2408,224793945,695814,533162,28333913,1383712,634504,1788216,1708496,98156000,58679000,515672000,190000,,31883000,3560000,,740000,0000,,513000,92734000,0000,16060000,661352000,261787000,41871000,59508000,98038000,46514000,59783000,,24114000,11058000,602673000,-10978000,-800000,0000,981000,0000,62040000,51243000,109922000,11766000,98156000,0000,0000,0000,,0000,3,441496766256,338293421648,0.77,0.0000015243,0.0000014980,0.0000013651,0.0000011680
2023,4,F9,20436,Frontier Airlines Inc.,6460,D,F9,Frontier Airlines Inc.,3,48665,48665,1956122400,9780612,7659770,0,0,4278920,7645365,6181969,-83882000,5627000,506239000,0000,,0000,204117000,,0000,0000,,66250000,28884000,0000,33679000,839170000,534747000,55589000,49805000,128873000,40881000,10514000,0000,13134000,0000,833543000,-6099000,14194000,0000,0000,0000,0000,8094000,13722000,97604000,-83882000,0000,0000,0000,,0000,3,41850456299040,32775543048400,0.78,0.0000000154,0.0000000201,0.0000000199,0.0000000121
2023,4,F9,20436,Frontier Airlines Inc.,16461,L,F9,Frontier Airlines Inc.,3,3433,3433,141608800,708044,439918,0,0,553731,654191,542386,48811000,-8260000,32962000,0000,,0000,11724000,,0000,0000,,3805000,1659000,0000,1934000,52085000,37000000,4017000,3464000,11849000,2564000,921000,0000,530000,0000,60345000,-520000,795000,0000,0000,0000,0000,275000,-7985000,-56796000,48811000,0000,0000,0000,,0000,3,392065912164,243596234058,0.62,0.0000001353,0.0000001328,0.0000001539,0.0000000841
2023,4,G4,20368,Allegiant Air,6035,D,G4,Allegiant Air,3,27983,28551,1008667800,5043339,4173494,0,0,3526612,4079232,3483094,6974000,21032000,428552000,0000,,0000,85386000,,24949000,0000,,24010000,39109000,0000,6114000,608120000,276893000,57471000,24103000,74928000,27321000,70033000,0000,56337000,0000,587088000,-25775000,0000,0000,0000,0000,11880000,-13895000,7137000,163000,6974000,0000,,0000,0000,0000,3,17785899837468,14718294022328,0.83,0.0000000291,0.0000000342,0.0000000330,0.0000000241
2023,4,HA,19690,Hawaiian Airlines Inc.,5375,D,HA,Hawaiian Airlines Inc.,3,20306,20079,918180300,3142959,2381072,39542230,76951,558101,2592128,2172462,-99670000,-107337000,438163000,87000,,17766000,13077000,,448000,0000,,80000,4461000,0000,32322000,506403000,264443000,84434000,54079000,85537000,31752000,61871000,,27845000,3779000,613739000,-15076000,682000,-5431000,-5000,33000,8156000,-11640000,-118976000,-19306000,-99670000,0000,0000,0000,,0000,3,1754088560859,1328878664272,0.76,0.0000003297,0.0000002887,0.0000003499,0.0000002498
2023,4,HA,19690,Hawaiian Airlines Inc.,15375,P,HA,Hawaiian Airlines Inc.,3,1233,1235,130065200,340927,276757,11874158,35951,254910,626116,591632,1253000,-1326000,137193000,6000,,8579000,4399000,,868000,0000,,27000,1501000,0000,10147000,162719000,68656000,15888000,17128000,21702000,13189000,20664000,,6426000,392000,164046000,-5071000,230000,-1827000,-2000,11000,2743000,-3915000,-5241000,-6494000,1253000,0000,0000,0000,,0000,3,86905701570,70548126870,0.81,0.0000019447,0.0000018724,0.0000018876,0.0000015786
2023,4,NK,20416,Spirit Air Lines,6830,D,NK,Spirit Air Lines,3,69346,68559,2559490800,12797454,10270318,0,0,3988885,11073722,9286960,-161797000,-189250000,571263000,0000,,0000,205711000,,0000,0000,,25334000,360831000,0000,1331000,1164471000,735776000,78048000,74586000,107749000,40393000,247095000,0000,70072000,0000,1353721000,0000,-10003000,-94000,0000,0000,-1762000,-11859000,-201109000,-39312000,-161797000,0000,0000,0000,,0000,3,51047572298790,40967117415430,0.80,0.0000000139,0.0000000228,0.0000000265,0.0000000112
2023,4,NK,20416,Spirit Air Lines,16831,L,NK,Spirit Air Lines,3,8792,8725,336198600,1680993,1238437,0,0,719363,1497992,1272805,-21855000,-25563000,77163000,0000,,0000,27786000,,0000,0000,,3422000,48739000,0000,180000,157289000,99384000,10542000,10075000,14554000,5456000,33376000,0000,9465000,0000,182852000,0000,-1351000,-13000,0000,0000,-238000,-1602000,-27165000,-5310000,-21855000,0000,0000,0000,,0000,3,1209244167459,890885755631,0.74,0.0000000866,0.0000001301,0.0000001512,0.0000000638
2023,4,UA,19977,United Air Lines Inc.,0A875,D,UA,United Air Lines Inc.,3,187454,187719,8127501618,31656597,26786799,94337046,19789986,12161401,32640145,27439689,561865000,838713000,6001919000,6381000,,88287000,212348000,,53910000,,,15525000,2325000,,2056106000,8436800000,2448100000,641910000,515852000,1537398000,448728000,574049000,,356189000,1075861000,7598087000,-258272000,141318000,-576000,,,646000,-116885000,721829000,159963000,561865000,,,,561865000,,3,384988570412397,325765004145399,0.85,0.0000000184,0.0000000219,0.0000000197,0.0000000156
2023,4,UA,19977,United Air Lines Inc.,10874,A,UA,United Air Lines Inc.,3,13553,13376,1218365993,3272681,2632861,173426386,9447518,2490677,7309622,6863497,1176000,45887000,2166541000,7653000,,115274000,25010000,,,,,3890000,816000,,58827000,2378011000,1026615000,207216000,265266000,313549000,152107000,184113000,,148837000,34421000,2332125000,-98310000,55655000,-1856000,,,-133000,-44643000,1243000,67000,1176000,,,,1176000,,3,8151191295037,6557606336897,0.80,0.0000003304,0.0000002917,0.0000002861,0.0000002658
2023,4,UA,19977,United Air Lines Inc.,10876,L,UA,United Air Lines Inc.,3,22616,22591,1010755043,3892022,3226379,26657964,1283458,1976236,5465457,4824374,65713000,107124000,1095712000,941000,,26073000,49945000,,13000,,,1886000,401000,,119846000,1294817000,480798000,105367000,96643000,215151000,78839000,91012000,,64020000,55863000,1187693000,-48369000,26338000,-178000,,,-370000,-22578000,84545000,18833000,65713000,,,,65713000,,3,7691553989192,6376086329444,0.83,0.0000001718,0.0000001683,0.0000001544,0.0000001425
2023,4,UA,19977,United Air Lines Inc.,10877,P,UA,United Air Lines Inc.,3,7275,7265,573457913,1856338,1289455,92248827,5350325,1674331,4490046,4260085,-27400000,8433000,1311406000,23842000,,133460000,9540000,,1727000,,,2290000,603000,,33386000,1516253000,727268000,126831000,161584000,150517000,96168000,131189000,,90720000,23544000,1507820000,-79097000,38114000,-1788000,,,-736000,-43507000,-35074000,-7674000,-27400000,,,,-27400000,,3,3108124259878,2158974479605,0.69,0.0000006074,0.0000004878,0.0000004851,0.0000004219
2023,4,WN,19393,Southwest Airlines Co.,6725,D,WN,Southwest Airlines Co.,3,378862,378005,14765361000,60187035,45001108,67161773,0,11253405,45665210,38468051,-246235000,-394802000,5787938000,0000,,43407000,18648000,,4122000,0000,,,771494000,0000,37847000,6663456000,3086353000,624582000,499805000,1227576000,387295000,792239000,,408195000,32213000,7058258000,-61150000,4214000,307000,0000,,171902000,115273000,-279529000,-33294000,-246235000,0000,0000,0000,-246235000,0000,3,677309080604175,506415693772740,0.75,0.0000000114,0.0000000098,0.0000000104,0.0000000085
2023,4,WN,19393,Southwest Airlines Co.,11033,L,WN,Southwest Airlines Co.,3,7373,7364,272552800,1117628,926713,157790,0,552364,1167879,1001528,-5876000,-9421000,138107000,0000,,1036000,445000,,98000,0000,,,18409000,0000,903000,158998000,73645000,14902000,11926000,29292000,9241000,18904000,,9740000,769000,168419000,-1459000,101000,7000,0000,,4102000,2751000,-6670000,-794000,-5876000,0000,0000,0000,-5876000,0000,3,617337472592,511882899532,0.83,0.0000002698,0.0000002576,0.0000002728,0.0000002237
2024,1,AA,19805,American Airlines Inc.,0A050,D,AA,American Airlines Inc.,3,236730,234450,10280478000,39921349,32575627,43896476,6001685,6903804,38156811,31553087,70247000,299543000,6168960000,688000,,15080000,247061000,,3250000,0000,,12615000,595679000,0000,1830172000,8873505000,2816458000,963597000,583219000,875215000,310650000,1001361000,0000,296846000,1726616000,8573961000,-476786000,-43163000,-7418000,0000,0000,228364000,-299003000,540000,-69707000,70247000,0000,0000,0000,,0000,3,275609168911596,224895743985108,0.82,0.0000000274,0.0000000322,0.0000000311,0.0000000224
2024,1,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,3,7709,7630,795731100,2056798,1457315,124926896,3329310,1329839,4064209,3815573,-367297000,-367297000,952362000,4610000,,102940000,9189000,,0000,0000,,1500000,114661000,0000,29014000,1214276000,673766000,216530000,131119000,196582000,70119000,222651000,0000,66597000,4209000,1581573000,0000,0000,0000,0000,0000,0000,0000,-367297000,0000,-367297000,0000,0000,0000,,0000,3,2735210195522,1937994322285,0.71,0.0000004914,0.0000004439,0.0000005782,0.0000003482
2024,1,AA,19805,American Airlines Inc.,10050,L,AA,American Airlines Inc.,3,46766,46520,2090688000,8091773,6763955,47471213,1638573,2693075,9291180,7871699,169898000,169898000,1778457000,1683000,,36539000,76253000,,0000,0000,,2841000,175691000,0000,44567000,2116030000,792780000,274125000,165844000,248972000,88274000,286311000,0000,84457000,5369000,1946132000,0000,0000,0000,0000,0000,0000,0000,169898000,0000,169898000,0000,0000,0000,,0000,3,21791751571975,18215838111625,0.84,0.0000000976,0.0000000971,0.0000000893,0.0000000816
2024,1,AA,19805,American Airlines Inc.,10052,P,AA,American Airlines Inc.,3,1558,1540,150809900,395847,318677,19277103,950059,422487,1178987,1127490,-89409000,-89409000,289606000,1114000,,24530000,2241000,,0000,0000,,450000,37581000,0000,9539000,365061000,188345000,63133000,38173000,57347000,20278000,66487000,0000,19464000,1241000,454470000,0000,0000,0000,0000,0000,0000,0000,-89409000,0000,-89409000,0000,0000,0000,,0000,3,167240211489,134636889699,0.81,0.0000021510,0.0000021829,0.0000027175,0.0000017317
2024,1,AS,19930,Alaska Airlines Inc.,6031,D,AS,Alaska Airlines Inc.,3,56476,53019,2307899700,8648593,6786745,26664594,9152126,5098418,10892684,9431007,-106330000,-132103000,1331857000,7922000,,19832000,73215000,,6161000,253000,,33144000,27050000,4241000,514269000,2017945000,736787000,170140000,169836000,308601000,117584000,157597000,,98168000,391335000,2150048000,-22052000,4786000,0000,-4595000,1971000,13994000,-5896000,-137999000,-31669000,-106330000,0000,0000,0000,,0000,3,44094142225874,34601662869410,0.78,0.0000000385,0.0000000458,0.0000000488,0.0000000302
2024,1,AS,19930,Alaska Airlines Inc.,16031,L,AS,Alaska Airlines Inc.,3,6347,6145,274182500,1052935,853651,114201,0,1070738,1561960,1386614,-35667000,-46099000,194995000,0000,,-115000,10719000,,902000,37000,,4853000,0000,0000,0000,211392000,107872000,24910000,24865000,45182000,17215000,23074000,,14373000,0000,257491000,-3229000,701000,0000,0000,289000,2049000,-190000,-46290000,-10623000,-35667000,0000,0000,0000,,0000,3,1127417516030,914036564438,0.81,0.0000002133,0.0000001875,0.0000002284,0.0000001730
